author,isbn,pages,title
Mia S. Beck|Stine Falkenberg Schmidt,9.78E+12,266 pages,Sensitivity & Strength
Ivan Turgenev|Constance Garnett,9.78E+12,355 pages,Virgin Soil
Mike Carey,9.78E+12,501 pages,The Devil You Know
Tamora Pierce,9.78E+12,440 pages,Battle Magic
Primo Levi,9.79E+12,437 pages,Is dit een mens. Het respijt
Louis Sachar,9.78E+12,336 pages,The Cardturner
Le-an Lai Lacaba,9.78E+12,53 pages,Of New Beginnings
E.L. James|Monika  Wiśniewska,9.79E+12,608 pages,Pięćdziesiąt twarzy Greya
Emily Brontë|C.W. Hatfield|Irene Taylor,9.78E+12,262 pages,The Complete Poems
Alan Moore|David   Lloyd|Steve Whitaker|Siobhan Dodds,9.78E+12,286 pages,V for Vendetta
Henry Fielding,9.78E+12,900 pages,Tom Jones
Aaron Becker,9.78E+12,40 pages,Quest
Elizabeth Camden,9.78E+12,360 pages,With Every Breath
Lynn Austin,9.78E+12,432 pages,A Light to My Path
Patrick Rothfuss,9.78E+12,576 pages,La peur du sage
Kate Pullinger,9.78E+12,272 pages,The Mistress Of Nothing
Suheir Hammad,9.78E+12,96 pages,"Born Palestinian, Born Black: The Gaza Suite"
Liz Kessler,9.78E+12,274 pages,Philippa Fisher and the Fairy's Promise
Annie M.G. Schmidt,9.79E+12,199 pages,Minoes
Stephen King,9.79E+12,400 pages,Mahşer
Michael Ende,9.78E+12,100 pages,Das Gauklermärchen: Ein Spiel in sieben Bildern sowie einem Vor-  und Nachspiel
Cherise Sinclair,9.78E+12,234 pages,Edge of the Enforcer
Pablo Neruda,9.78E+12,43 pages,Love
William Paul Young|Alves Calado,9.79E+12,238 pages,A Cabana
Pam Corbin,9.78E+12,224 pages,Preserves
Stuart N. Lake|Doug Grad|Loren D. Estleman,9.78E+12,400 pages,Wyatt Earp: Frontier Marshal
William Shakespeare|Bernice W. Kliman|James H. Lake,9.78E+12,208 pages,The Tragedy of Hamlet (New Kitteredge Shakespeare)
Patrick Ness,9.78E+12,479 pages,The Knife of Never Letting Go
Sue Townsend|Caroline Holden,9.78E+12,189 pages,The Secret Diary of Adrian Mole Aged 13 3/4
Yiannis Ritsos|Γιάννης Ρίτσος|Α. Τάσσος,9.79E+12,87 pages,Επιτάφιος
Francis Okumu,9.78E+12,98 pages,"Flower Farming: Sales, Markets, Funding, and Investing"
Demetri Martin,9.78E+12,268 pages,This is a Book
Rachel Kushner,9.78E+12,383 pages,The Flamethrowers
Karl Ove Knausgård|Don Bartlett,9.78E+12,496 pages,Boyhood Island
Georgette Heyer,9.78E+12,384 pages,Friday's Child
Emil M. Cioran|Mario Andrea Rigoni,9.79E+12,160 pages,Storia e utopia
Michael Crichton,9.79E+12,466 pages,Jurassic Park
Joey Graceffa|Laura L. Sullivan,9.78E+12,279 pages,Elites of Eden
Helen Dunmore,9.78E+12,336 pages,The Tide Knot
Kathryn Otoshi,9.78E+12,32 pages,One
Rick Riordan,9.78E+12,294 pages,The Titan's Curse
Mary Higgins Clark,9.78E+12,305 pages,Pretend You Don't See Her
Lily Collins,9.78E+12,228 pages,"Unfiltered: No Shame, No Regrets, Just Me"
Toby Litt,9.78E+12,243 pages,Journey Into Space
William Golding,9.78E+12,278 pages,Rites of Passage
William Kingdon Clifford|Desidério Murcho|Alvin Plantinga|William James,9.79E+12,208 pages,A Ética da Crença
Jean-Michel Guenassia,9.78E+12,730 pages,Le club des incorrigibles optimistes
Scott Lobdell|Dexter Soy|Veronica Gandini|Taylor Esposito|Giuseppe Camuncoli|Cam Smith|Dean White,9.78E+12,168 pages,"Red Hood and the Outlaws, Vol. 1: Dark Trinity"
Christine Feehan|R. De Dominicis,9.79E+12,560 pages,Magia nel vento - Oceani di fuoco
Andrzej Sapkowski|David French,9.78E+12,374 pages,Sword of Destiny
François de La Rochefoucauld|Leonard Tancock,9.78E+12,126 pages,Maxims
Laurie R. King,9.78E+12,400 pages,The Game
Marianne Williamson,9.78E+12,336 pages,"A Return to Love: Reflections on the Principles of ""A Course in Miracles"""
Edward T. Hall,9.78E+12,224 pages,The Silent Language
Harold Nebenzal,9.78E+12,281 pages,Cafe Berlin
Hartmut Lange,9.78E+12,138 pages,Das Konzert
Richard Lloyd Dewey,9.78E+12,594 pages,"Hubener vs. Hitler: A Biography of Helmuth Hubener, Mormon Teenage Resistance Leader"
Muriel Spark,9.78E+12,224 pages,Loitering with Intent
Vicki Lewis Thompson,9.78E+12,319 pages,Over Hexed
Gena Showalter,9.78E+12,288 pages,Red Handed
Neil Z. Miller,9.78E+12,106 pages,Vaccines: Are They Really Safe and Effective?
Sidney Sheldon,9.78E+12,1168 pages,"The Dark Side of Midnight: Featuring The Other Side of Midnight, Rage of Angels, Bloodline"
Janet Gleeson,9.78E+12,338 pages,The Grenadillo Box
Madeline Hunter,9.78E+12,389 pages,By Arrangement
Bernard Cornwell,9.78E+12,304 pages,Sharpe's Regiment
Jane Austen|Anne Telscombe|Marie Dobbs,9.78E+12,316 pages,Sanditon: Jane Austen's Last Novel Completed
Barbara Erskine,9.78E+12,480 pages,Daughters of Fire
Martin Mellett|Malcolm Marmorstein|Alexander Key,9.78E+12,152 pages,Return from Witch Mountain
Richard Labonté|Lawrence Schimel|Achy Obejas|Andy Quan|R.M. Vaughan|Michael Rowe|Mattilda Bernstein Sycamore|Jeff Mann|Natty Soltesz|Amber Dawn|S. Bear Bergman|Paul Bellini|Daniel Allen Cox|Stacey May Fowles|Sky Gilbert|Terry Goldie|Greg Herren|Stacia Seaman,9.78E+12,224 pages,Second Person Queer: Who You Are (So Far)
George Orwell,9.78E+12,368 pages,Shooting an Elephant
Laura Moriarty,9.78E+12,305 pages,While I'm Falling
Charles Stross,9.78E+12,389 pages,Singularity Sky
Henry Lion Oldie|Henry Lion Oldie,9.79E+12,512 pages,Мессия очищает диск
Dana Stabenow,9.78E+12,231 pages,A Cold-Blooded Business
Gloria Cook,9.78E+12,250 pages,Never Just a Memory
J.K. Beck|Julie Kenner,9.78E+12,388 pages,When Blood Calls
Michael Downing,9.78E+12,288 pages,Perfect Agreement
Connie Mason,9.78E+12,376 pages,A Taste of Sin
Raven Hart,9.78E+12,408 pages,The Vampire's Seduction
John D. Fitzgerald|Mercer Mayer,9.78E+12,150 pages,The Return of the Great Brain
Frances Mayes,9.78E+12,420 pages,A Year in the World: Journeys of a Passionate Traveller
R.L. LaFevers,9.78E+12,387 pages,Theodosia and the Staff of Osiris
Bonnie Bryant,9.78E+12,144 pages,Hobbyhorse
Rebecca Stott,9.78E+12,320 pages,Ghostwalk
Cate Tiernan,9.78E+12,320 pages,Night's Child
Elizabeth Barrett Browning,9.78E+12,416 pages,Aurora Leigh and Other Poems
Dilly Court,9.78E+12,496 pages,Mermaids Singing
Lurlene McDaniel,9.78E+12,208 pages,Raina's Story
Gena Showalter,9.78E+12,458 pages,"Dark Beginnings (Lords of the Underworld, #0.5, 3.5, 4.5)"
Patricia Bosworth,9.78E+12,400 pages,Diane Arbus: A Biography
Susan Mallery,9.78E+12,376 pages,Chasing Perfect
Dean Koontz,9.78E+12,386 pages,The Good Guy
W. Phillip Keller,9.78E+12,173 pages,A Shepherd Looks at Psalm 23
John A. Andrews,9.78E+12,170 pages,Whose Woman Was She? A True Hollywood Story
Sophia Kell Hagin,9.78E+12,264 pages,Whatever Gods May Be
Christine Feehan,9.78E+12,416 pages,Ruthless Game
Siri Mitchell,9.78E+12,384 pages,A Constant Heart
Thomas Bernhard|Ewald Osers,9.78E+12,156 pages,Old Masters: A Comedy
Christine Feehan,9.78E+12,397 pages,Dark Curse
Dean  Anderson,9.78E+12,107 pages,Quest for the Temple of Truth
Donita K. Paul,9.78E+12,370 pages,Dragons of the Valley
Jim White,9.78E+12,303 pages,"Are You Watching, Liverpool?"
Idries Shah,9.78E+12,410 pages,World Tales
Jonathan Carroll,9.78E+12,273 pages,Sleeping in Flame
Jocelynn Drake,9.78E+12,367 pages,Pray for Dawn
Nick  James,9.78E+12,376 pages,The Pearl Wars
Rick Steves,9.78E+12,808 pages,Rick Steves' Europe Through the Back Door
Liam O'Shiel,9.78E+12,793 pages,Eirelan
Stuart Woods,9.78E+12,432 pages,Chiefs
Jane Green,9.78E+12,374 pages,Second Chance
Janet Chapman,9.78E+12,336 pages,Secrets of the Highlander
Goran Tribuson,9.79E+12,444 pages,Povijest pornografije
Neesa Hart,9.78E+12,320 pages,Necessary Evils
Sarah Langan,9.78E+12,436 pages,Virus
Tove Jansson,9.78E+12,24 pages,Who Will Comfort Toffle?: A Tale of Moomin Valley
T.S. Eliot,9.78E+12,48 pages,Prufrock and Other Observations
Theodore Sturgeon,9.78E+12,211 pages,E Pluribus Unicorn
Shobhan Bantwal,9.78E+12,343 pages,The Dowry Bride
Ellen Gunderson Traylor,9.78E+12,448 pages,"John, Son of Thunder"
Otto Carius,9.78E+12,400 pages,Tigers In The Mud: The Combat Career of German Panzer Commander Otto Carius
Mark Waid|Paolo Rivera|Emma Ríos|Kano|Khoi Pham,9.78E+12,136 pages,"Daredevil, Volume 2"
Agatha Christie,9.78E+12,303 pages,Appointment with Death
Stanisław Lem|Joel Stern|Maria Swiecicka-Ziemianek,9.78E+12,153 pages,Memoirs of a Space Traveler: Further Reminiscences of Ijon Tichy
Lynn Johnston,9.78E+12,128 pages,"Is This ""One of Those Days,"" Daddy?"
Jude Watson|David Mattingly|Alice Buelow,9.78E+12,139 pages,The Master of Disguise
Cecelia Ahern,9.78E+12,310 pages,The Book of Tomorrow
Stephen Baxter,9.78E+12,520 pages,The Time Ships
Denise Domning,9.78E+12,384 pages,Winter's Heat
Antonin Varenne|Siân Reynolds,9.78E+12,265 pages,Bed of Nails
John Cheever,9.78E+12,221 pages,Falconer
Louis R. Harlan,9.78E+12,562 pages,"Booker T. Washington: The Wizard of Tuskegee, 1901-1915"
Arina Tanemura,9.78E+12,216 pages,I.O.N
Patricia De Martelaere,9.79E+12,133 pages,Nachtboek van een slapeloze
Lucretius|A.E. Stallings|Richard Jenkyns,9.78E+12,304 pages,The Nature of Things
James Carlos Blake,9.78E+12,384 pages,Wildwood Boys
Christina Crawford,9.78E+12,420 pages,Mommie Dearest
Ed Brubaker|Steve Epting|Mike Perkins|Michael Lark|Frank D'Armata|Chris Eliopoulos|Randy Gentile|Joe Caramagna,9.78E+12,136 pages,"Captain America: Winter Soldier, Volume 2"
Rob Thurman,9.78E+12,352 pages,Slashback
Meg Wolitzer,9.78E+12,468 pages,The Interestings
Walt Disney Company,9.78E+12,24 pages,Mickey Mouse Heads for the Sky (Little Golden Book)
Lori Wick,9.78E+12,296 pages,The Pursuit
Kate Douglas,9.78E+12,257 pages,Wolf Tales
Katherine Applegate,9.78E+12,186 pages,Fear the Fantastic
Lincoln Child,9.78E+12,464 pages,Utopia
Francine Pascal,9.78E+12,74 pages,The Twins' Big Pow-Wow
Carolyn Keene,9.78E+12,180 pages,The Double Jinx Mystery
Simon Kernick,9.78E+12,336 pages,A Good Day to Die
D.J. MacHale,9.78E+12,407 pages,SYLO
Books LLC,9.78E+12,30 pages,"Works by Kate Chopin: Novels by Kate Chopin, Short Stories by Kate Chopin, Desiree's Baby, the Awakening, the Storm, the Story of an Hour"
Wayne W. Dyer,9.78E+12,320 pages,You'll See It When You Believe It: The Way to Your Personal Transformation
Robert Holdstock|John Boorman,9.78E+12,207 pages,John Boorman's the Emerald Forest
Sallie Bingham,9.78E+12,224 pages,Red Car: Stories
Stephen Koch,9.78E+12,419 pages,Double Lives: Spies and Writers in the Secret Soviet War of Ideas Against the West
Dave Freer,9.78E+12,304 pages,Dog and Dragon
Kate Brian,9.78E+12,302 pages,The Book of Spells
Jennifer L. Holm|Matthew Holm,9.78E+12,96 pages,Super Amoeba
रणजित देसाई,9.79E+12,272 pages,Radheya (राधेय)
Monica McCarty,9.78E+12,314 pages,La fierté du Highlander
L.A. Banks,9.78E+12,565 pages,The Hunted
Wayne Thomas Batson,9.78E+12,320 pages,The Final Storm
Marie de France|Keith Busby|Glyn S. Burgess,9.78E+12,176 pages,The Lais of Marie de France
Victoria Laurie,9.78E+12,344 pages,"Ghouls, Ghouls, Ghouls"
Natalie Savage Carlson,9.78E+12,163 pages,The Half Sisters
Dacia Maraini,9.79E+12,264 pages,La lunga vita di Marianna Ucrìa
Beth Kephart,9.78E+12,258 pages,This Is the Story of You
Ruth White,9.78E+12,224 pages,Belle Prater's Boy
Phoebe Kitanidis,9.78E+12,347 pages,Glimmer
Robert Boswell,9.78E+12,448 pages,Tumbledown
Robert Conquest,9.78E+12,411 pages,The Harvest of Sorrow: Soviet Collectivization and the Terror-Famine
Alex Archer|Victor Milán,9.78E+12,346 pages,The Lost Scrolls
Richard Lee Byers,9.78E+12,372 pages,Dissolution
Roger Rheinheimer|Crystal Linn,9.78E+12,289 pages,Amish Forever
Anne Golon|Serge Golon,9.78E+12,421 pages,Angelique and the King
Philip José Farmer,9.78E+12,448 pages,Riverworld: To Your Scattered Bodies Go/The Fabulous Riverboat
Louise Erdrich|Vincenzo Mantovani,9.79E+12,387 pages,Il giorno dei colombi
Ally Kennen,9.78E+12,247 pages,Beast
Herman Melville|Arthur Stedman|Michael Wilson,9.78E+12,246 pages,"Typee: A Romance of the South Seas, with Sequel: The Story of Toby"
Blake Mycoskie,9.78E+12,185 pages,Start Something That Matters
Nancy L. Van Pelt,9.78E+12,250 pages,How to Talk So Your Mate Will Listen and Listen So Your Mate Will Talk
John Saul,9.78E+12,339 pages,The Unwanted
Patrick Modiano|Daniel Weissbort,9.78E+12,192 pages,Missing Person
Martin Handford,9.78E+12,32 pages,Where's Waldo Now?
Ridley Pearson,9.78E+12,609 pages,The Insider
Cynthia Rylant,9.78E+12,106 pages,A Fine White Dust
Susan Sizemore,9.78E+12,352 pages,Wings of the Storm
Melina Gerosa Bellows,9.78E+12,280 pages,Wish
Eric Ambler|Norman Stone,9.78E+12,211 pages,Journey Into Fear
Jennifer Bassett|Gaston Leroux|Tricia Hedge,9.78E+12,56 pages,The Phantom of the Opera
Audrey Howard,9.78E+12,480 pages,Distant Images
Friedrich A. Hayek|W.W. Bartley III,9.78E+12,194 pages,The Fatal Conceit: The Errors of Socialism
Jeffery Deaver,9.78E+12,416 pages,The Cold Moon
Sedonia Guillone,9.78E+12,124 pages,The Completeness of Celia Flynn
Unica Zürn,9.78E+12,202 pages,The Man of Jasmine & Other Texts
G.B. Hope,9.78E+12,312 pages,Finding Harry Styles
Marianna Dengler,9.78E+12,40 pages,The Worry Stone
Ludvig Holberg,9.78E+12,56 pages,Jeppe of the Hill
Boyd Morrison,9.78E+12,512 pages,The Midas Code
Mary Kay Andrews,9.78E+12,448 pages,Hissy Fit
Elvire Murail|Marie-Aude Murail|Lorris Murail,9.78E+12,191 pages,Joke
Nancy Springer,9.78E+12,216 pages,The Case of the Missing Marquess
Kate Morton,9.78E+12,552 pages,The Forgotten Garden
A.C. Harrah,9.78E+12,283 pages,Ensnared by Destiny
Thomas Mann|H.T. Lowe-Porter,9.78E+12,595 pages,Buddenbrooks
Juliana Barbassa,9.78E+12,336 pages,Dancing with the Devil in the City of God: Rio de Janeiro on the Brink
Hayao Miyazaki|David Lewis|Toren Smith|Kaori Inoue|Joe Yamazaki|Walden Wong|Izumi Evers,9.78E+12,150 pages,"Nausicaä of the Valley of the Wind, Vol. 3"
Mike Carey,9.78E+12,549 pages,Vicious Circle
Al Berto,9.79E+12,635 pages,O Medo
Jane Green,9.78E+12,450 pages,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon
Sandy Tolan,9.78E+12,400 pages,"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East"
Jennifer Chiaverini,9.78E+12,355 pages,The Spymistress
Jeanne DuPrau,9.78E+12,285 pages,The Diamond of Darkhold
Ian Fleming,9.78E+12,336 pages,From Russia with Love
Winston Graham,9.78E+12,521 pages,Demelza
Cathy Marie Hake,9.78E+12,379 pages,Letter Perfect
Stephen King|William Olivier Desmond,9.78E+12,717 pages,Insomnie
Charles Dickens,9.78E+12,112 pages,A Christmas Carol
Marcel Proust|Mark Treharne|Christopher Prendergast,9.78E+12,640 pages,The Guermantes Way
Liz Kessler,9.78E+12,274 pages,Philippa Fisher's Fairy Godsister
Otfried Preußler,9.78E+12,269 pages,Krabat
Vanessa M Chattman,9.78E+12,26 pages,"The Black Sea of Roses (Poetry, #12)."
Kelly Keaton,9.78E+12,280 pages,The Wicked Within
Mario Puzo|Özoy Süsoy,9.79E+12,479 pages,Baba
Kathleen Weise|Isabelle Metzen|Carla Miller,9.78E+12,128 pages,Die Purpurrote Schleife
Christopher Barzak,9.78E+12,352 pages,Wonders of the Invisible World
Augusto dos Anjos,9.79E+12,170 pages,Eu e outras poesias
Aleksandr Ostrovsky,9.78E+12,104 pages,The Storm
Antoine de Saint-Exupéry|Joana Varela,9.79E+12,96 pages,O Principezinho
Dan Brown|Celina Cavalcante Falck-Cook,9.79E+12,432 pages,O Código Da Vinci
Rob Ryan,9.78E+12,64 pages,This Is for You
John Flanagan,9.78E+12,435 pages,The Emperor of Nihon-Ja
Catherynne M. Valente,9.78E+12,429 pages,Radiance
Michael Punke,9.78E+12,272 pages,The Revenant
Francis Okumu,9.78E+12,68 pages,"Millionaire Chicken Farmer: With Just One Rooster, Three Hens, and $50, She Became the Wealthiest Chicken Farmer in Detroit"
Chris (Simpsons Artist),9.78E+12,128 pages,Motivational Quotes to Help You Be More Positive
Katie Alender,9.78E+12,346 pages,Bad Girls Don't Die
Avon Gale,9.78E+12,200 pages,Empty Net
Arthur Hailey,9.78E+12,400 pages,Detective
Kai Meyer,9.78E+12,440 pages,Die Wasserweber
Mark Crilley,9.78E+12,96 pages,"Brody's Ghost, Volume 1"
Jane Yolen|Charles Mikolaycak,9.78E+12,32 pages,Tam Lin
François Rabelais|Burton Raffel,9.78E+12,640 pages,Gargantua and Pantagruel
Rachel Hawkins,9.78E+12,656 pages,Debutantes & Daggers
Karin Slaughter,9.78E+12,512 pages,The Good Daughter
Jennifer Gray|Mark Ecob,9.78E+12,212 pages,Atticus Claw Breaks the Law
Barış Bıçakçı,9.79E+12,167 pages,Bizim Büyük Çaresizliğimiz
Rick Riordan,9.78E+12,342 pages,The Battle of the Labyrinth
Robert Shea,9.78E+12,702 pages,Shike
Michelle Tea,9.78E+12,287 pages,How to Grow Up
W. H Auden,9.78E+12,80 pages,The shield of Achilles
Toby Litt,9.78E+12,544 pages,Hospital
Paul Auster,9.78E+12,179 pages,The Locked Room
Anne Frank|David Barnouw|Gerrold van der Stroom|Harry Paape|H.J.J. Hardy,9.79E+12,736 pages,De dagboeken van Anne Frank
Pyotr Kropotkin,9.78E+12,336 pages,Mutual Aid: A Factor of Evolution
Craig Childs,9.78E+12,325 pages,The Animal Dialogues: Uncommon Encounters in the Wild
N.H. Kleinbaum,9.78E+12,192 pages,Le Cercle des poètes disparus
Christine Feehan,9.79E+12,240 pages,"Melodia al crepuscolo (Drake Sisters, #2)"
Terry Pratchett,9.78E+12,288 pages,Equal Rites
Richard Powers,9.78E+12,336 pages,Galatea 2.2
Whitney Lyles,9.78E+12,336 pages,Always the Bridesmaid
Laurie Colwin,9.78E+12,224 pages,Happy All the Time
J. Sheridan Le Fanu|Victor Sage,9.78E+12,477 pages,Uncle Silas
Kelley St. John,9.78E+12,416 pages,To Catch a Cheat
Jean Strouse,9.78E+12,816 pages,Morgan: American Financier
P.D. James,9.78E+12,256 pages,An Unsuitable Job for a Woman
James Kavanaugh,9.78E+12,128 pages,Tears and Laugher of a Man's Soul
Graham Greene|Peter Kemp,9.78E+12,368 pages,The Human Factor
James Thurber|Louis Slobodkin,9.78E+12,56 pages,Many Moons
Fernando Fernán Gómez,9.79E+12,275 pages,Las Bicicletas Son Para El Verano
David Wiesner,9.78E+12,38 pages,The Three Pigs
Richard E. Turley Jr.|Lael Littke,9.78E+12,192 pages,Stories from the Life of Joseph Smith
Irene Brand,9.78E+12,303 pages,"Love Finds You in Valentine, Nebraska"
Mark Doty,9.78E+12,70 pages,Still Life with Oysters and Lemon: On Objects and Intimacy
Elizabeth Flock,9.78E+12,345 pages,Sleepwalking in Daylight
Elizabeth Gage,9.78E+12,592 pages,A Glimpse of Stocking
Bernard Cornwell|Susannah Kells,9.78E+12,482 pages,Fallen Angels
Ken Bruen,9.78E+12,294 pages,Once Were Cops
Simon Mawer,9.78E+12,442 pages,The Fall
Italo Calvino|William Weaver,9.78E+12,128 pages,Marcovaldo
Liz Rettig,9.78E+12,320 pages,Jumping to Confusions
Ibn Tufayl|Simon Ockley|Ibn Tufayl,9.78E+12,124 pages,The Improvement of Human Reason (Illustrated Edition)
Laurell K. Hamilton|Yasmine Galenorn|Marjorie M. Liu|Sharon Shinn,9.78E+12,393 pages,Never After
Emma Donoghue,9.78E+12,397 pages,The Sealed Letter
Nalini Singh|Angela Dawe,9.78E+12,373 pages,Blaze of Memory
Herman Raucher,9.78E+12,275 pages,Summer of '42
Dana Stabenow|Cherie Northon,9.78E+12,354 pages,Whisper To The Blood
Glenn Alan Cheney,9.78E+12,291 pages,Thanksgiving: The Pilgrims' First Year in America
Gloria Cook,9.78E+12,416 pages,Moments of Time
C.E. Murphy,9.78E+12,448 pages,The Queen's Bastard
Chris Stewart,9.78E+12,313 pages,Fury & Light
Connie Mason,9.78E+12,469 pages,"Bold Land, Bold Love"
Philip Yancey,9.78E+12,352 pages,Soul Survivor: How Thirteen Unlikely Mentors Helped My Faith Survive the Church
Ghalib Lakhnavi|Abdullah Bilgrami|Musharraf Ali Farooqi,9.78E+12,992 pages,The Adventures of Amir Hamza
Bonnie Bryant,9.78E+12,144 pages,Horse Whispers
Glenice Crossland,9.78E+12,416 pages,The Stanford Lasses
Noel Botham,9.78E+12,286 pages,The Book of Useless Information
Amélie Nothomb,9.78E+12,124 pages,Le Sabotage amoureux
Lurlene McDaniel,9.78E+12,256 pages,Kathleen's Story
Melissa Hellstern,9.78E+12,208 pages,How to Be Lovely: The Audrey Hepburn Way of Life
Wayne Thomas Batson,9.78E+12,384 pages,The Rise of the Wyrm Lord
Susan Mallery,9.78E+12,379 pages,Only Mine
Arthur Ashe,9.78E+12,317 pages,Days of Grace: A Memoir
Jae,9.78E+12,606 pages,Second Nature
Angela Knight,9.78E+12,280 pages,Master of Smoke
